objectno;objectuid;objectname;year;month;day;externalid;drivingevents_avg_severity;drivingevents_braking_avg_severity;drivingevents_braking_count;drivingevents_count;drivingevents_forward_avg_severity;drivingevents_forward_count;drivingevents_steering_avg_severity;drivingevents_steering_count;ecostats_co2emission;ecostats_fuelusage;ecostats_idletime;ecostats_overrevvingtime;ecostats_wastedfuel;optidrive_indicator;optidrive_indicator_driving;optidrive_indicator_fuel;optidrive_indicator_idling;optidrive_indicator_speeding;orders_cancelled;orders_completed;orders_ontime;speedingevents_avg_violation;speedingevents_count;speedingevents_speedingtime;tripstats_count;tripstats_drivingtime;tripstats_mileage;tripstats_mileagebusiness;tripstats_mileageprivate;tripstats_usagetime;idVehiculo
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;9;;1.5;;;2;;;1.5;2;134475;50747;14088;15552;28066;0.595;0.497;0.204;0.0;1.0;;;;;;;5;5157;20608;20608;0;44728;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;10;;2.767;2.4;2;6;;;2.95;4;130870;49389;6679;8554;6995;0.613;0.244;0.496;0.0;1.0;;;;;;;7;8378;22201;22201;0;58589;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;11;;1.8;;;1;;;1.8;1;44049;16623;4287;337;10382;0.559;0.391;0.0;0.0;1.0;;;;;;;1;1810;4634;4634;0;6294;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;12;;2.85;2.2;1;2;;;3.5;1;96572;36445;11415;2276;17404;0.622;0.301;0.884;0.0;1.0;;;;;;;5;4627;18893;18893;0;23976;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;13;;2.157;2.267;3;7;;;2.075;4;83449;31493;6779;5201;16166;0.568;0.215;0.362;0.0;1.0;;;;;;;7;2899;13319;13319;0;57384;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;14;;1.538;1.65;2;8;;;1.5;6;113168;42707;7993;14085;17733;0.632;0.357;0.705;0.0;1.0;;;;;;;8;5481;20677;20677;0;59164;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;15;;1.62;1.1;1;5;;;1.75;4;223598;84381;21751;22831;51499;0.496;0.393;0.0;0.0;0.687;;;;0.1;1;40;11;6603;26937;26937;0;44191;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;16;;2.14;1.6;1;5;;;2.275;4;113076;42673;10828;3806;14992;0.618;0.312;0.536;0.0;1.0;;;;;;;5;7269;19104;19104;0;25927;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;17;;1.7;;;8;;;1.7;8;111962;42251;5334;8445;5279;0.678;0.368;1.0;0.0;0.846;;;;0.033;1;44;6;9700;25424;25424;0;24557;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;18;;2.175;2.367;3;4;;;1.6;1;2203;832;846;;562;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;19;;5.0;;;1;;;5.0;1;105779;39919;11616;4305;20137;0.579;0.27;0.328;0.0;1.0;;;;;;;5;4219;16528;16528;0;56209;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;20;;1.36;1.3;1;5;;;1.375;4;128397;48454;8286;2322;9744;0.646;0.483;0.67;0.0;1.0;;;;;;;5;8405;23008;23008;0;59113;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;21;;1.35;;;2;;;1.35;2;133529;50391;10540;11911;18279;0.617;0.562;0.408;0.0;1.0;;;;;;;4;5856;21696;21696;0;57776;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;22;;1.6;1.0;1;5;;;1.75;4;181291;68416;10200;20551;14976;0.663;0.467;0.634;0.0;1.0;;;;;;;6;12024;31876;31876;0;41619;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;23;;2.017;1.35;2;6;;;2.35;4;135512;51138;5815;8260;8300;0.683;0.362;1.0;0.0;1.0;;;;;;;6;11262;31222;31222;0;48308;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;24;;1.983;2.6;2;6;;;1.675;4;110201;41587;5617;12478;7389;0.653;0.323;0.655;0.0;1.0;;;;;;;7;7619;19628;19628;0;39833;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;25;;1.0;;;1;;;1.0;1;2272;858;978;;706;0.8;0.5;1.0;0.0;1.0;;;;;;;1;30;;;;45;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;26;;1.569;1.553;15;26;;;1.591;11;100689;37997;6064;11665;12951;0.666;0.286;1.0;0.0;1.0;;;;;;;7;6163;24365;24365;0;24761;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;27;;1.9;;;1;;;1.9;1;118554;44741;5697;5531;7993;0.675;0.538;0.756;0.0;1.0;;;;;;;8;6614;22024;22024;0;25196;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;28;;1.475;1.5;1;8;;;1.471;7;125829;47485;8368;15028;14738;0.651;0.398;1.0;0.0;1.0;;;;;;;8;7564;26146;26146;0;45569;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;29;;1.84;1.4;3;5;;;2.5;2;113689;42903;10836;9479;15890;0.551;0.34;0.438;0.0;1.0;;;;;;;8;6278;18795;18795;0;61523;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;30;;1.7;;;5;;;1.7;5;112973;42633;11559;16751;19211;0.563;0.336;0.259;0.0;1.0;;;;;;;2;4271;17528;17528;0;22093;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;1;;1.6;;;2;;;1.6;2;115860;43722;13202;2257;24188;0.569;0.45;0.213;0.0;1.0;;;;;;;3;4266;17948;17948;0;24043;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;2;;2.2;;;2;;;2.2;2;220080;83052;9769;7204;12033;0.642;0.527;1.0;0.0;0.617;;;;0.167;1;50;9;17582;51441;51441;0;48730;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;3;;1.0;;;1;;;1.0;1;121899;46001;11400;7687;23467;0.656;0.79;0.423;0.0;1.0;;;;;;;4;4967;20378;20378;0;24375;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;4;;1.47;;;10;;;1.47;10;247799;93515;17400;21138;33110;0.611;0.425;0.486;0.0;0.865;;;;0.029;1;50;13;12803;42043;42043;0;81493;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;5;;1.967;1.433;3;12;;;2.144;9;88735;33488;6455;7071;12137;0.64;0.224;0.835;0.0;1.0;;;;;;;10;3781;17310;17310;0;63311;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;6;;1.243;;;7;;;1.243;7;127572;48141;5543;13528;10706;0.678;0.502;0.714;0.0;1.0;;;;;;;5;8921;23698;23698;0;21526;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;7;;1.893;1.0;1;15;;;1.957;14;142477;53768;3316;9584;7575;0.683;0.296;1.0;0.066;1.0;;;;;;;9;11908;34079;34079;0;20367;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;8;;2.3;;;1;;;2.3;1;107136;40430;12107;5019;18083;0.656;0.458;0.711;0.0;1.0;;;;;;;6;5623;19970;19970;0;36848;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;9;;1.625;;;8;;;1.625;8;89573;33804;7432;7652;8394;0.676;0.346;1.0;0.0;1.0;;;;;;;6;6281;22250;22250;0;43206;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;10;;1.6;1.1;1;6;;;1.7;5;109111;41178;10752;2813;19478;0.601;0.347;0.492;0.0;1.0;;;;;;;6;4605;18721;18721;0;46362;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;11;;1.65;;;8;;;1.65;8;91316;34462;4722;4874;8224;0.668;0.334;1.0;0.0;1.0;;;;;;;6;6061;20530;20530;0;24246;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;12;;1.55;;;4;;;1.55;4;154681;58372;7637;7047;12863;0.631;0.493;0.57;0.0;1.0;;;;;;;6;10715;27370;27370;0;59327;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;13;;;;;;;;;;92047;34737;5620;7023;4343;0.761;1.0;1.0;0.0;1.0;;;;;;;4;7068;25027;25027;0;22204;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;14;;;;;;;;;;1124;425;;;;1.0;1.0;1.0;1.0;1.0;;;;;;;1;6;;;;266;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;15;;1.8;;;1;;;1.8;1;120434;45448;3060;2284;4930;0.695;0.586;0.844;0.047;1.0;;;;;;;3;9301;23859;23859;0;20684;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;16;;2.071;;;7;;;2.071;7;217572;82109;19378;7412;26672;0.639;0.353;0.743;0.0;1.0;;;;;;;9;12954;41176;41176;0;50441;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;17;;1.6;;;8;;;1.6;8;115471;43577;11822;16568;21822;0.526;0.323;0.0;0.0;1.0;;;;;;;5;4259;16583;16583;0;24343;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;18;;1.427;;;11;;;1.427;11;194458;73382;11990;21854;19936;0.669;0.431;0.82;0.0;0.934;;;;0.0;1;80;7;12559;37973;37973;0;40318;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;19;;1.5;1.3;1;2;;;1.7;1;103351;39001;7907;14409;14110;0.664;0.525;0.586;0.0;1.0;;;;;;;5;6465;18436;18436;0;58490;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;20;;1.3;;;4;;;1.3;4;116405;43928;9738;2283;15249;0.539;0.485;0.062;0.0;1.0;;;;;;;3;5130;17221;17221;0;23753;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;21;;;;;;;;;;2258;853;478;;663;0.867;1.0;1.0;0.0;1.0;;;;;;;1;33;;;;55;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;22;;;;;;;;;;121602;45888;8305;4080;14002;0.677;1.0;0.274;0.0;1.0;;;;;;;4;6706;19288;19288;0;24392;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;23;;2.125;1.4;1;4;;;2.367;3;233391;88075;16564;11277;23129;0.651;0.435;0.648;0.0;1.0;;;;;;;5;15490;42397;42397;0;48487;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;24;;1.7;;;1;;;1.7;1;98376;37124;9244;9269;15112;0.709;0.548;0.986;0.0;1.0;;;;;;;6;5287;20490;20490;0;38320;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;25;;1.8;;;3;;;1.8;3;174622;65898;14751;12375;32408;0.668;0.431;0.843;0.0;1.0;;;;;;;9;7626;34127;34127;0;40690;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;26;;;;;;;;;;96858;36551;10156;6696;15202;0.749;1.0;0.879;0.0;1.0;;;;;;;5;4715;19338;19338;0;58705;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;27;;1.45;;;2;;;1.45;2;89495;33775;6027;11420;7013;0.726;0.57;1.0;0.0;1.0;;;;;;;7;7990;21519;21519;0;23169;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;28;;3.8;;;1;;;3.8;1;2169;819;597;8;379;0.607;0.05;0.0;0.0;1.0;;;;;;;1;36;52;52;0;170;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;29;;4.1;;;1;;;4.1;1;95981;36220;10547;10407;12376;0.689;0.349;0.972;0.0;1.0;;;;;;;6;5915;19998;19998;0;49020;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;30;;1.9;2.5;1;3;;;1.6;2;234072;88332;16017;19204;25378;0.665;0.495;0.711;0.0;1.0;;;;;;;7;14731;43584;43584;0;48516;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;8;31;;1.675;;;4;;;1.675;4;112063;42290;12898;15938;25495;0.594;0.368;0.286;0.0;1.0;;;;;;;4;4727;17930;17930;0;24447;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;1;;;;;;;;;;128776;48596;11570;15347;20852;0.736;1.0;0.677;0.0;1.0;;;;;;;4;6227;21657;21657;0;45252;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;2;;;;;;;;;;111362;42027;7492;13841;11922;0.769;1.0;1.0;0.0;1.0;;;;;;;7;7091;26087;26087;0;23546;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;3;;;;;;;;;;147439;55642;1942;11801;5067;0.789;1.0;0.916;0.138;1.0;;;;;;;11;11865;27537;27537;0;46038;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;4;;;;;;;;;;117795;44453;15592;16596;27753;0.699;1.0;0.449;0.0;1.0;;;;;;;5;4539;18645;18645;0;25198;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;5;;;;;;;;;;224917;84878;19703;16506;33360;0.74;1.0;0.779;0.0;1.0;;;;;;;8;11651;40088;40088;0;71776;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;6;;;;;;;;;;102568;38708;12777;14091;18521;0.743;1.0;0.752;0.0;1.0;;;;;;;8;5046;18177;18177;0;59978;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;7;;;;;;;;;;217717;82161;12046;22565;25529;0.713;1.0;0.521;0.0;1.0;;;;;;;13;12667;35316;35316;0;44826;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;8;;;;;;;;;;108300;40870;12325;14812;23966;0.747;1.0;0.816;0.0;1.0;;;;;;;7;4454;19568;19568;0;62035;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;9;;;;;;;;;;107301;40493;8508;7442;15222;0.709;1.0;0.451;0.0;1.0;;;;;;;6;6128;16893;16893;0;23988;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;10;;;;;;;;;;1562;590;469;;495;0.867;1.0;1.0;0.0;1.0;;;;;;;2;36;;;;17275;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;11;;;;;;;;;;97627;36842;10307;12874;12245;0.779;1.0;1.0;0.0;1.0;;;;;;;7;6696;20174;20174;0;85996;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;12;;;;;;;;;;96422;36388;5255;6274;7718;0.773;1.0;1.0;0.0;1.0;;;;;;;6;5400;19256;19256;0;23228;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;13;;;;;;;;;;106606;40232;10954;8118;17900;0.721;1.0;0.81;0.0;1.0;;;;;;;6;4953;19157;19157;0;45937;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;14;;;;;;;;;;185692;70075;10051;9290;17329;0.689;1.0;0.47;0.0;1.0;;;;;;;7;11056;29471;29471;0;63114;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;15;;;;;;;;;;117547;44361;12915;7520;23659;0.69;1.0;0.387;0.0;1.0;;;;;;;6;5076;18002;18002;0;45944;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;16;;;;;;;;;;83043;31340;4542;8768;3784;0.78;1.0;1.0;0.0;1.0;;;;;;;7;7829;21643;21643;0;45691;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;17;;;;;;;;;;12313;4648;3366;;4102;0.867;1.0;0.0;1.0;1.0;;;;;;;;;;;;;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;18;;;;;;;;;;120460;45459;11300;16131;18234;0.716;1.0;0.8;0.0;0.768;;;;0.057;1;40;5;6067;21696;21696;0;26259;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;19;;;;;;;;;;237012;89443;12305;10671;18216;0.74;1.0;1.0;0.0;0.864;;;;0.01;3;180;12;17008;55084;55084;0;70770;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;20;;;;;;;;;;116503;43965;10560;13311;18838;0.772;1.0;0.99;0.0;1.0;;;;;;;4;6109;22928;22928;0;24845;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;21;;1.74;1.4;2;5;;;1.967;3;205826;77675;16280;20991;28790;0.665;0.425;1.0;0.0;0.784;;;;0.019;3;200;12;11132;42231;42231;0;68355;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;22;;1.6;;;2;;;1.6;2;117552;44365;11933;10261;22098;0.65;0.475;0.61;0.0;1.0;;;;;;;6;4945;20007;20007;0;75129;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;23;;1.1;;;1;;;1.1;1;104756;39533;6410;12431;7865;0.755;0.8;1.0;0.0;1.0;;;;;;;10;7769;22787;22787;0;24766;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;24;;1.222;;;9;;;1.222;9;118968;44898;4405;8377;6721;0.657;0.483;1.0;0.003;0.749;;;;0.043;2;120;7;9042;30921;30921;0;20027;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;25;;1.7;1.8;1;2;;;1.6;1;107827;40690;11248;14838;18915;0.682;0.453;0.854;0.0;1.0;;;;;;;5;5236;20562;20562;0;24909;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;26;;1.357;;;7;;;1.357;7;247044;93228;19405;13858;32208;0.692;0.508;1.0;0.0;1.0;;;;;;;10;14167;53118;53118;0;59860;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;27;;1.46;1.75;2;5;;;1.267;3;201238;75941;12810;14316;16862;0.703;0.515;1.0;0.0;1.0;;;;;;;8;13930;47099;47099;0;46456;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;28;;1.722;2.35;2;9;;;1.543;7;219301;82760;18828;18438;33018;0.65;0.371;0.901;0.0;0.853;;;;0.029;1;61;10;11796;43063;43063;0;67210;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;29;;2.4;4.3;1;6;;;2.02;5;233972;88297;16834;19215;32813;0.654;0.327;0.846;0.0;1.0;;;;;;;8;12319;45095;45095;0;67710;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;30;;1.65;;;4;;;1.65;4;215644;81377;15196;12676;21387;0.703;0.51;1.0;0.0;1.0;;;;;;;8;15627;47808;47808;0;48245;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;7;31;;1.806;1.3;2;18;;;1.869;16;108013;40761;3517;4450;6976;0.628;0.274;1.0;0.024;0.75;;;;0.038;3;130;4;8732;29888;29888;0;37795;1-83646-72131DBA42;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;1;;1.698;1.333;3;53;;;1.72;50;0;0;776;10747;;0.639;0.281;1.0;0.44;0.424;;;;0.081;14;1900;8;20388;225205;225205;0;77624;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;2;;1.662;1.686;7;85;;;1.66;78;0;0;904;9293;;0.648;0.262;1.0;0.397;0.533;;;;0.065;11;1035;8;19983;208340;208340;0;55019;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;3;;1.495;1.52;5;21;;;1.488;16;0;0;2382;9913;;0.64;0.393;1.0;0.196;0.516;;;;0.07;11;1130;8;20744;196770;196770;0;50198;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;4;;1.622;2.6;2;9;;;1.343;7;0;0;2789;5061;;0.619;0.385;1.0;0.075;0.399;;;;0.079;11;1263;4;10754;126930;126930;0;38276;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;5;;1.589;2.063;8;84;;;1.539;76;0;0;775;9797;;0.643;0.281;1.0;0.445;0.484;;;;0.084;11;1160;8;20815;203550;203550;0;44618;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;7;;;;;;;;;;0;0;376;79;;0.759;1.0;1.0;0.0;1.0;;;;;;;1;357;2560;2560;0;761;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;8;;1.743;2.1;9;53;;;1.67;44;0;0;1253;10843;;0.618;0.276;1.0;0.338;0.462;;;;0.076;11;1620;7;21648;232355;232355;0;52478;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;9;;1.599;1.953;15;71;;;1.504;56;0;0;2413;10118;;0.617;0.285;1.0;0.199;0.503;;;;0.067;11;1340;7;21344;210585;210585;0;62615;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;10;;1.665;1.44;15;130;;;1.695;115;0;0;871;10698;;0.629;0.25;1.0;0.421;0.44;;;;0.083;14;1680;8;21207;227705;227705;0;65811;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;11;;1.75;;;6;;;1.75;6;0;0;1279;4928;;0.653;0.416;1.0;0.215;0.544;;;;0.072;7;530;5;12348;133855;133855;0;21458;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;12;;1.584;1.527;11;94;;;1.592;83;0;0;530;10324;;0.66;0.278;1.0;0.54;0.501;;;;0.068;11;1300;6;20739;209805;209805;0;47788;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;13;;1.915;2.3;7;46;;;1.846;39;0;0;2461;11637;;0.601;0.256;1.0;0.204;0.408;;;;0.09;15;2072;5;22350;246200;246200;0;47340;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;14;;1.639;1.717;18;99;1.1;1;1.628;81;0;0;1827;10625;;0.608;0.264;1.0;0.25;0.487;;;;0.088;9;1100;5;21132;205220;205220;0;51764;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;15;;1.633;1.525;4;18;;;1.664;14;0;0;1285;9437;;0.656;0.375;1.0;0.317;0.484;;;;0.061;11;1640;6;20328;204225;204225;0;53468;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;16;;1.652;1.427;11;85;;;1.685;74;0;0;2834;11095;;0.601;0.266;1.0;0.159;0.477;;;;0.072;15;1410;10;19829;206875;206875;0;65359;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;17;;1.778;2.065;17;93;;;1.714;76;0;0;1604;11434;;0.6;0.237;1.0;0.287;0.374;;;;0.104;15;2168;7;22140;238195;238195;0;66758;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;19;;1.738;2.145;11;77;;;1.67;66;0;0;1288;8948;;0.629;0.255;1.0;0.322;0.521;;;;0.08;10;940;7;20752;206890;206890;0;64679;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;20;;1.495;2.311;9;63;;;1.359;54;0;0;1060;11602;;0.628;0.319;1.0;0.367;0.411;;;;0.073;14;2440;7;20715;233730;233730;0;63352;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;21;;1.653;2.1;13;91;;;1.578;78;0;0;1431;10831;;0.617;0.265;1.0;0.304;0.482;;;;0.079;13;1320;8;21340;218885;218885;0;62137;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;22;;1.7;1.875;8;72;;;1.678;64;0;0;1541;10881;;0.611;0.264;1.0;0.271;0.4;;;;0.083;15;2150;5;19690;223035;223035;0;54423;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;23;;1.572;1.958;12;64;;;1.483;52;0;0;1064;9966;;0.649;0.305;1.0;0.391;0.515;;;;0.06;12;1484;7;22952;228445;228445;0;54159;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;24;;1.828;2.043;7;75;;;1.806;68;0;0;2069;9177;;0.619;0.244;1.0;0.234;0.505;;;;0.067;10;1383;8;22115;213690;213690;0;64940;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;25;;1.1;;;1;;;1.1;1;0;0;;232;;0.782;0.514;1.0;1.0;1.0;;;;;;;2;531;4745;4745;0;859;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;26;;1.657;1.758;12;54;;;1.629;42;0;0;1974;10667;;0.612;0.293;1.0;0.236;0.462;;;;0.093;13;1250;9;21264;209030;209030;0;64370;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;27;;1.613;1.586;7;62;;;1.616;55;0;0;1412;12250;;0.629;0.299;1.0;0.331;0.394;;;;0.083;19;2730;6;23726;278870;278870;0;70891;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;28;;1.694;2.075;4;50;;;1.661;46;0;0;1766;10448;;0.614;0.289;1.0;0.26;0.438;;;;0.107;12;1240;8;21449;217015;217015;0;62748;1-83646-05040A1200;
