objectno;objectuid;objectname;year;month;day;externalid;drivingevents_avg_severity;drivingevents_braking_avg_severity;drivingevents_braking_count;drivingevents_count;drivingevents_forward_avg_severity;drivingevents_forward_count;drivingevents_steering_avg_severity;drivingevents_steering_count;ecostats_co2emission;ecostats_fuelusage;ecostats_idletime;ecostats_overrevvingtime;ecostats_wastedfuel;optidrive_indicator;optidrive_indicator_driving;optidrive_indicator_fuel;optidrive_indicator_idling;optidrive_indicator_speeding;orders_cancelled;orders_completed;orders_ontime;speedingevents_avg_violation;speedingevents_count;speedingevents_speedingtime;tripstats_count;tripstats_drivingtime;tripstats_mileage;tripstats_mileagebusiness;tripstats_mileageprivate;tripstats_usagetime;idVehiculo
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;16;;1.5;1.1;1;2;;;1.9;1;78795;29737;4810;17086;6020;0.726;0.62;1.0;0.033;1.0;;;;;;;4;12975;27758;27758;0;23201;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;17;;;;;;;;;;77203;29135;5660;16671;6707;0.772;1.0;1.0;0.011;1.0;;;;;;;4;12483;28277;28277;0;22818;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;18;;1.1;1.1;1;1;;;;;84490;31887;9694;16349;9993;0.718;0.84;0.768;0.0;1.0;;;;;;;5;11621;26118;26118;0;59251;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;19;;1.3;1.3;2;3;;;1.3;1;174157;65722;12196;33481;13438;0.574;0.693;0.213;0.0;0.813;;;;0.05;2;80;5;22524;43711;43711;0;49414;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;20;;1.4;;;1;;;1.4;1;66560;25120;4399;15091;5934;0.722;0.689;0.922;0.019;1.0;;;;;;;6;10405;21761;21761;0;40066;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;21;;1.94;2.3;1;15;;;1.914;14;73604;27776;6895;13362;7777;0.549;0.267;0.076;0.0;1.0;;;;;;;2;8973;17695;17695;0;75689;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;22;;1.825;1.591;11;20;;;2.111;9;162148;61192;13529;30376;11631;0.65;0.345;1.0;0.0;0.772;;;;0.067;2;100;8;25498;59939;59939;0;50061;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;23;;;;;;;;;;89254;33684;10331;18232;15236;0.647;1.0;0.139;0.0;1.0;;;;;;;3;9652;21966;21966;0;43971;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;24;;1.45;1.375;4;6;;;1.6;2;91674;34595;2745;15160;2544;0.633;0.493;0.762;0.104;0.801;;;;-0.008;4;358;3;13264;28165;28165;0;22086;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;25;;1.88;1.95;2;5;;;1.833;3;69738;26318;4808;13414;7320;0.641;0.387;1.0;0.001;1.0;;;;;;;6;9674;26083;26083;0;41779;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;26;;2.9;;;1;;;2.9;1;69517;26234;7720;10393;6565;0.702;0.477;1.0;0.0;1.0;;;;;;;4;10920;25884;25884;0;46040;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;27;;1.8;2.7;2;6;;;1.35;4;68752;25945;6306;12697;7303;0.637;0.363;1.0;0.0;0.799;;;;0.0;3;230;3;8403;25692;25692;0;22648;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;29;;1.5;1.75;2;3;;;1.0;1;84865;32025;8488;15800;8382;0.62;0.557;0.731;0.0;0.779;;;;0.067;1;40;2;12167;25889;25889;0;22487;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;30;;1.0;1.0;1;1;;;;;77427;29220;9718;16531;12510;0.743;0.864;0.942;0.0;1.0;;;;;;;3;9567;25732;25732;0;22161;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;31;;1.4;1.1;1;4;;;1.5;3;80575;30407;5189;15141;5281;0.716;0.56;1.0;0.03;1.0;;;;;;;4;13623;29234;29234;0;40208;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;1;;;;;;;;;;77475;29238;3116;16297;3670;0.783;1.0;1.0;0.095;1.0;;;;;;;6;13987;27201;27201;0;58625;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;2;;;;;;;;;;181439;68470;13336;34539;19304;0.647;1.0;0.586;0.0;1.0;;;;;;;7;20364;50497;50497;0;48668;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;3;;;;;;;;;;1547;585;;;;0.915;1.0;1.0;1.0;1.0;;;;;;;1;8;;;;53;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;4;;;;;;;;;;189542;71529;16002;37134;22701;0.662;1.0;0.273;0.0;1.0;;;;;;;7;20428;46650;46650;0;66354;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;5;;;;;;;;;;180197;68002;12034;35640;16275;0.682;1.0;0.402;0.0;1.0;;;;;;;6;22575;45927;45927;0;82772;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;6;;;;;;;;;;197872;74672;12153;37172;18079;0.691;1.0;0.775;0.008;0.687;;;;0.067;3;370;6;26025;57517;57517;0;61017;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;7;;;;;;;;;;392;148;;;;0.867;1.0;0.0;1.0;1.0;;;;;;;1;26;50;50;0;173;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;8;;;;;;;;;;214;81;;25;;0.917;1.0;1.0;1.0;1.0;;;;;;;2;78;107;107;0;41616;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;11;;;;;;;;;;0;0;;;;0.991;1.0;1.0;1.0;1.0;;;;;;;1;62;;;;137;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;13;;;;;;;;;;5650;2133;;798;;0.804;1.0;1.0;1.0;0.451;;;;0.067;2;90;2;952;5784;5784;0;2799;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;14;;;;;;;;;;79295;29925;10072;17013;13002;0.756;1.0;0.898;0.0;1.0;;;;;;;4;9616;24689;24689;0;22194;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;15;;;;;;;;;;67693;25547;5207;14685;6370;0.771;1.0;1.0;0.0;1.0;;;;;;;6;9968;22573;22573;0;37197;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;16;;;;;;;;;;149405;56383;7281;28069;7728;0.697;1.0;0.507;0.036;1.0;;;;;;;6;20134;39831;39831;0;39609;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;17;;;;;;;;;;80286;30297;5383;15868;5475;0.608;1.0;0.108;0.0;0.696;;;;0.1;1;50;1;9852;18616;18616;0;18839;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;18;;;;;;;;;;86204;32532;5913;16033;6295;0.756;1.0;0.942;0.0;1.0;;;;;;;3;11447;27234;27234;0;45283;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;19;;;;;;;;;;77909;29403;4172;16333;4007;0.778;1.0;1.0;0.052;1.0;;;;;;;5;13200;29799;29799;0;43844;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;20;;;;;;;;;;76236;28771;3965;15853;4714;0.781;1.0;1.0;0.063;1.0;;;;;;;7;13842;26788;26788;0;41908;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;21;;1.3;;;1;;;1.3;1;104702;39512;7300;20647;8670;0.706;0.768;1.0;0.005;0.791;;;;0.05;2;90;9;15325;35724;35724;0;52722;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;22;;;;;;;;;;75790;28603;3784;15324;4160;0.781;1.0;1.0;0.065;1.0;;;;;;;4;13399;28408;28408;0;22112;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;23;;1.9;;;1;2.7;1;1.1;1;71673;27048;3825;15012;4432;0.759;0.847;1.0;0.056;1.0;;;;;;;4;12563;27403;27403;0;21635;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;25;;1.3;1.3;1;1;;;;;76399;28833;5940;15984;8835;0.735;0.743;1.0;0.0;1.0;;;;;;;4;11372;29570;29570;0;21408;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;26;;1.133;;;3;;;1.133;3;107856;40702;12625;21311;11733;0.724;0.71;1.0;0.0;1.0;;;;;;;7;14719;38158;38158;0;58774;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;27;;1.425;;;3;1.4;1;1.433;3;80112;30234;6189;16290;8397;0.713;0.576;1.0;0.0;1.0;;;;;;;7;12269;31179;31179;0;62540;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;28;;1.375;;;4;;;1.375;4;197647;74586;14506;36102;20935;0.6;0.633;0.181;0.0;1.0;;;;;;;6;22525;48551;48551;0;62184;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;29;;1.8;1.9;1;4;;;1.767;3;184956;69799;15107;33461;21981;0.6;0.513;0.283;0.0;1.0;;;;;;;9;20031;46579;46579;0;61107;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;30;;;;;;;;;;83677;31578;5753;16857;6355;0.771;1.0;1.0;0.013;1.0;;;;;;;5;12957;34139;34139;0;41872;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;7;31;;1.6;;;19;;;1.6;19;77361;29193;6627;14376;6607;0.536;0.318;0.203;0.0;0.761;;;;0.067;1;50;1;9826;19154;19154;0;18727;1-83646-6667686380;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;1;;;;;;;;;;7950;3000;;;;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;2;;1.475;1.6;1;4;;;1.433;3;14575;5500;1037;414;500;0.412;0.296;0.0;0.0;1.0;;;;;;;1;771;9240;9240;0;971;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;3;;1.956;2.1;2;27;;;1.944;25;166950;63000;3018;7168;2000;0.52;0.25;0.74;0.087;0.642;;;;0.022;6;670;3;12786;169290;169290;0;23547;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;4;;1.802;1.757;7;43;;;1.811;36;174900;66000;;8082;;0.625;0.249;0.749;1.0;0.64;;;;0.024;6;650;3;12735;178110;178110;0;17093;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;5;;1.606;1.4;2;17;;;1.633;15;156350;59000;358;8186;500;0.553;0.344;0.88;0.517;0.58;;;;0.027;7;950;3;12778;168120;168120;0;18108;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;6;;1.66;2.0;2;25;;;1.63;23;188150;71000;;9609;;0.554;0.308;0.566;1.0;0.62;;;;0.024;6;780;4;13213;178590;178590;0;26714;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;7;;1.378;;;9;;;1.378;9;156350;59000;;7339;;0.662;0.469;0.901;1.0;0.774;;;;0.024;2;230;2;13178;169640;169640;0;17143;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;8;;1.603;2.017;6;32;;;1.508;26;243800;92000;4013;10626;3000;0.505;0.324;0.654;0.095;0.617;;;;0.023;12;1120;6;18112;239240;239240;0;45385;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;9;;1.971;2.05;2;21;;;1.963;19;149725;56500;;7793;;0.681;0.267;1.0;1.0;0.875;;;;0.024;1;60;3;13646;172050;172050;0;17895;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;10;;1.856;1.15;2;56;1.1;1;1.896;54;184175;69500;;9384;;0.53;0.222;0.56;1.0;0.586;;;;0.022;8;960;3;12110;174490;174490;0;16195;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;11;;1.592;1.25;2;13;;;1.655;11;157675;59500;967;7468;500;0.545;0.373;0.842;0.282;0.684;;;;0.035;3;370;2;13008;166950;166950;0;17715;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;12;;1.633;1.5;3;58;;;1.64;55;169600;64000;578;7130;500;0.612;0.271;0.849;0.417;0.732;;;;0.024;3;350;6;13860;180050;180050;0;52311;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;13;;1.73;1.625;12;69;;;1.753;57;164300;62000;429;7180;;0.526;0.237;0.745;0.445;0.555;;;;0.025;8;1080;3;11516;167240;167240;0;15753;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;14;;1.58;1.5;5;61;;;1.588;56;185500;70000;;9308;;0.512;0.275;0.557;1.0;0.509;;;;0.025;9;1630;3;11915;175640;175640;0;15772;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;15;;1.727;2.05;2;22;;;1.695;20;238500;90000;4250;10525;3500;0.514;0.331;0.677;0.094;0.893;;;;0.024;1;50;3;19055;236140;236140;0;45849;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;16;;;;;;;;;;160325;60500;;6825;;0.767;1.0;0.791;1.0;0.747;;;;0.024;3;290;2;13012;166100;166100;0;16793;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;17;;2.013;5.0;1;8;;;1.586;7;161650;61000;753;7625;;0.549;0.342;0.829;0.341;0.719;;;;0.024;5;370;2;13222;170130;170130;0;17704;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;18;;1.719;1.58;5;36;;;1.742;31;170925;64500;;8052;;0.647;0.272;0.795;1.0;0.586;;;;0.022;6;1016;3;12665;177460;177460;0;17413;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;19;;1.8;2.6;2;23;;;1.724;21;161650;61000;;7855;;0.639;0.285;0.811;1.0;0.824;;;;0.024;2;130;2;12750;168980;168980;0;16919;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;20;;1.62;1.329;7;69;;;1.653;62;185500;70000;;9110;;0.528;0.254;0.584;1.0;0.59;;;;0.022;8;940;4;12302;177280;177280;0;15809;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;21;;1.736;1.325;4;44;;;1.777;40;184175;69500;3602;8791;2000;0.413;0.255;0.496;0.059;0.684;;;;0.018;6;510;3;12194;170030;170030;0;16334;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;22;;1.675;1.2;1;44;;;1.686;43;249100;94000;5548;11414;3000;0.447;0.29;0.609;0.054;0.69;;;;0.018;8;720;4;17908;240190;240190;0;46008;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;23;;1.972;2.3;1;46;;;1.964;45;185500;70000;304;9134;;0.458;0.215;0.521;0.548;0.636;;;;0.021;8;687;2;12274;172850;172850;0;17563;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;24;;1.837;1.975;4;54;;;1.826;50;189475;71500;;9422;;0.478;0.229;0.483;1.0;0.561;;;;0.024;6;1128;3;12183;174030;174030;0;16323;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;25;;1.597;1.475;12;29;;;1.682;17;157675;59500;591;8553;500;0.601;0.316;0.918;0.412;0.825;;;;0.024;3;140;2;13899;171870;171870;0;18373;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;26;;1.839;2.233;6;88;;;1.81;82;197425;74500;417;9161;;0.405;0.219;0.412;0.455;0.53;;;;0.024;13;1390;4;11640;176640;176640;0;17739;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;27;;1.682;;;11;;;1.682;11;172250;65000;;9075;;0.648;0.384;0.833;1.0;0.693;;;;0.024;3;500;3;14634;181030;181030;0;21326;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;28;;1.901;2.092;12;94;;;1.873;82;188150;71000;;9312;;0.489;0.209;0.471;1.0;0.559;;;;0.024;6;1150;3;12219;171800;171800;0;18283;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;29;;1.942;1.489;9;73;;;2.006;64;263675;99500;5916;11795;4000;0.419;0.218;0.437;0.048;0.788;;;;0.018;4;328;3;18162;237630;237630;0;44063;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;9;30;;1.885;1.95;4;66;;;1.881;62;189475;71500;;8932;;0.488;0.212;0.465;1.0;0.508;;;;0.024;9;1650;4;11546;172380;172380;0;18063;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;1;;1.634;1.867;3;32;;;1.61;29;254400;96000;827;12086;;0.528;0.326;0.727;0.424;0.682;;;;0.05;8;430;7;20400;259720;259720;0;45920;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;2;;1.535;1.271;7;57;;;1.572;50;319325;120500;2775;14540;500;0.451;0.314;0.543;0.18;0.554;;;;0.042;17;1470;4;22017;303290;303290;0;35029;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;3;;1.64;1.571;24;53;;;1.697;29;152375;57500;3169;5579;1500;0.487;0.267;0.687;0.074;0.738;;;;0.024;2;290;5;12060;152910;152910;0;48082;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;4;;1.863;1.45;2;16;;;1.921;14;246450;93000;4672;10401;3000;0.486;0.337;0.575;0.083;0.631;;;;0.028;5;950;8;19206;236610;236610;0;48342;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;5;;1.885;1.455;11;67;;;1.97;56;249100;94000;2796;10299;1500;0.415;0.224;0.437;0.127;0.492;;;;0.04;14;1792;5;15887;226910;226910;0;35758;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;6;;1.583;1.433;3;29;;;1.6;26;243800;92000;1868;11086;2000;0.474;0.334;0.618;0.208;0.585;;;;0.027;7;1240;5;17336;236960;236960;0;36881;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;7;;1.613;1.5;7;30;;;1.648;23;181525;68500;;8302;;0.605;0.301;0.715;1.0;0.5;;;;0.022;10;1920;3;12172;183290;183290;0;15679;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;8;;1.783;2.8;1;39;1.5;1;1.763;38;253075;95500;;10271;;0.565;0.276;0.617;1.0;0.563;;;;0.026;14;1540;7;17878;245930;245930;0;45544;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;9;;1.922;1.55;2;46;;;1.939;44;247775;93500;3080;12193;1500;0.393;0.236;0.478;0.114;0.565;;;;0.024;11;1430;3;15944;227930;227930;0;34627;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;10;;1.81;1.357;7;31;;;1.942;24;169600;64000;494;6657;;0.546;0.266;0.767;0.442;0.65;;;;0.016;5;730;7;13123;174280;174280;0;19542;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;11;;1.87;1.9;1;20;;;1.868;19;219950;83000;5155;9601;3500;0.569;0.302;0.837;0.066;0.793;;;;0.021;4;290;5;18392;232830;232830;0;47602;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;12;;1.88;1.888;8;20;;;1.875;12;170925;64500;451;7662;;0.576;0.284;0.777;0.486;0.863;;;;0.024;1;80;2;14260;176590;176590;0;19273;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;13;;1.8;1.525;4;56;;;1.821;52;194775;73500;;8178;;0.543;0.232;0.546;1.0;0.596;;;;0.021;8;941;3;12455;183870;183870;0;16382;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;14;;1.817;1.4;1;12;;;1.855;11;172250;65000;;9695;;0.653;0.351;0.889;1.0;0.73;;;;0.029;2;340;3;15353;186330;186330;0;20728;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;15;;1.285;1.35;4;13;;;1.256;9;170925;64500;1301;9068;;0.569;0.473;0.904;0.241;0.66;;;;0.026;5;600;2;14408;186100;186100;0;18633;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;16;;1.486;1.863;8;28;;;1.335;20;182850;69000;512;8714;1000;0.539;0.347;0.726;0.454;0.701;;;;0.024;2;460;2;14269;185130;185130;0;18637;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;17;;1.508;1.28;5;24;;;1.568;19;161650;61000;;7816;;0.663;0.348;0.878;1.0;0.835;;;;0.024;2;120;3;13573;174270;174270;0;19078;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;18;;1.878;2.4;4;44;1.6;1;1.833;40;235850;89000;5725;9245;2000;0.49;0.255;0.711;0.057;0.659;;;;0.026;5;800;6;19022;237550;237550;0;47343;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;19;;1.752;1.2;4;33;;;1.828;29;172250;65000;496;7448;500;0.52;0.264;0.721;0.437;0.592;;;;0.024;6;940;5;12897;174120;174120;0;19307;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;20;;1.847;2.178;9;72;;;1.8;63;176225;66500;429;7719;500;0.543;0.219;0.722;0.487;0.712;;;;0.024;4;400;3;13571;178180;178180;0;17731;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;21;;1.511;;;36;;;1.511;36;178875;67500;;8411;;0.641;0.321;0.774;1.0;0.553;;;;0.022;9;1316;5;12897;184660;184660;0;64349;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;22;;1.812;1.24;5;58;;;1.866;53;190800;72000;496;8153;500;0.494;0.235;0.568;0.454;0.798;;;;0.024;4;190;3;13774;181720;181720;0;18483;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;23;;1.805;1.567;6;38;;;1.85;32;174900;66000;1649;8274;500;0.479;0.254;0.705;0.176;0.611;;;;0.032;5;680;3;12814;175510;175510;0;17839;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;24;;1.71;1.3;6;77;;;1.745;71;219950;83000;4756;9002;3500;0.39;0.241;0.502;0.046;0.581;;;;0.038;10;840;6;14318;197960;197960;0;40148;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;25;;;;;;;;;;0;0;;;;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;26;;;;;;;;;;9275;3500;;346;;0.746;1.0;0.67;1.0;1.0;;;;;;;1;798;9170;9170;0;946;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;8;30;;1.725;;;4;;;1.725;4;34450;13000;766;1445;1000;0.396;0.294;0.657;0.043;0.474;;;;0.027;3;390;3;2243;33870;33870;0;13696;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;1;;1.79;1.925;8;40;;;1.756;32;184175;69500;373;7432;;0.503;0.249;0.623;0.515;0.595;;;;0.018;6;1080;5;13186;182190;182190;0;19426;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;2;;1.754;1.346;26;70;;;1.995;44;180200;68000;1295;7941;500;0.449;0.231;0.593;0.21;0.62;;;;0.015;4;880;2;12180;176060;176060;0;16674;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;3;;1.425;1.1;1;8;;;1.471;7;157675;59500;;7872;;0.715;0.471;0.919;1.0;1.0;;;;;;;3;14240;175670;175670;0;19819;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;4;;1.857;1.233;3;50;1.2;1;1.911;47;181525;68500;807;7238;;0.467;0.227;0.557;0.32;0.608;;;;0.016;5;980;3;12903;175020;175020;0;18871;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;5;;1.861;1.843;7;95;;;1.863;88;184175;69500;740;7600;500;0.457;0.209;0.584;0.356;0.694;;;;0.028;4;430;3;13842;178970;178970;0;19148;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;6;;1.915;1.5;1;48;;;1.923;47;178875;67500;894;9191;500;0.439;0.222;0.634;0.284;0.583;;;;0.019;8;1050;3;12157;177010;177010;0;17505;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;7;;1.873;1.2;1;11;;;1.94;10;176225;66500;407;7257;500;0.552;0.328;0.687;0.501;0.786;;;;0.006;2;350;4;13613;177960;177960;0;26719;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;8;;1.568;1.8;1;18;2.3;1;1.512;17;172250;65000;325;7687;;0.543;0.36;0.687;0.542;0.737;;;;0.009;5;440;3;12778;173600;173600;0;17673;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;9;;1.571;1.45;6;21;;;1.62;15;160325;60500;488;7421;;0.589;0.342;0.855;0.448;0.896;;;;0.012;1;80;3;13271;173110;173110;0;19591;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;10;;1.573;1.54;5;33;;;1.579;28;151050;57000;;7507;;0.708;0.307;0.973;1.0;0.807;;;;0.018;2;180;3;11927;171860;171860;0;16066;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;11;;1.78;1.857;7;49;;;1.767;42;238500;90000;3185;10093;2500;0.437;0.257;0.583;0.107;0.564;;;;0.015;14;1740;5;15661;231510;231510;0;61264;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;12;;1.626;1.65;6;42;;;1.622;36;162975;61500;407;6640;500;0.543;0.286;0.86;0.489;0.582;;;;0.019;5;1140;3;13002;176650;176650;0;17942;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;13;;1.728;1.795;21;71;;;1.7;50;166950;63000;;7995;;0.638;0.24;0.818;1.0;0.681;;;;0.018;4;560;3;13078;177780;177780;0;18105;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;14;;1.635;1.58;5;20;;;1.653;15;151050;57000;2149;5132;1000;0.563;0.328;0.824;0.133;0.887;;;;0.012;2;90;5;12727;161260;161260;0;51611;1-83646-466769142C;
